"April 19, 1996",, South Africa,57,Sharjah,,ODI 
"May 23, 1996",, England,30,The Oval,,ODI 
"May 25, 1996",, England,6,Leeds,,ODI 
"May 26, 1996",, England,1,Manchester,,ODI 
"June 6, 1996",, England,122,Birmingham,,Test 
"June 20, 1996",, England,31,Lord's,,Test 
"July 4, 1996",, England,177,Nottingham,,Test 
"August 28, 1996",161,Sri Lanka,110,"R Premadasa Stadium, Colombo","Captaincy debut
Only Indian to score century on Captaincy Debut",ODI
"September 1, 1996",, Zimbabwe,40,Colombo (SSC),,ODI 
"September 6, 1996",, Australia,7,Colombo (SSC),,ODI 
"September 16, 1996",, Pakistan,89*,Toronto,,ODI 
"September 17, 1996",, Pakistan,20,Toronto,,ODI 
"September 18, 1996",, Pakistan,2,Toronto,,ODI 
"September 21, 1996",, Pakistan,3,Toronto,,ODI 
"September 23, 1996",, Pakistan,23,Toronto,,ODI 
"October 10, 1996",, Australia,10,Delhi,,Test 
"October 17, 1996",, South Africa,11,Hyderabad (Deccan),,ODI 
"October 21, 1996",, Australia,88,Bangalore,,ODI 
"October 23, 1996",, South Africa,64,Jaipur,,ODI 
"October 29, 1996",, South Africa,28,Rajkot,,ODI 
"November 3, 1996",, Australia,62,Mohali,,ODI 
"November 6, 1996",, South Africa,67,Mumbai,,ODI 
"November 20, 1996",, South Africa,42,Ahmedabad,,Test 
"November 27, 1996",, South Africa,18,Kolkata,,Test 
"December 8, 1996",, South Africa,61,Kanpur,,Test 
"December 14, 1996",, South Africa,114,Mumbai,,ODI 
"December 26, 1996",, South Africa,15,Durban,,Test 
"January 2, 1997",181,South Africa,169,"Newlands, Cape Town",,Test
"January 16, 1997",, South Africa,35,Johannesburg,,Test 
"January 23, 1997",, South Africa,0,Bloemfontein,,ODI 
"January 27, 1997",, Zimbabwe,6,Paarl,,ODI 
"February 2, 1997",, South Africa,1,Port Elizabeth,,ODI 
"February 4, 1997",, South Africa,14,East London,,ODI 
"February 7, 1997",, Zimbabwe,41,Centurion,,ODI 
"February 9, 1997",, Zimbabwe,104,Benoni,,ODI 
"February 12, 1997",, South Africa,32,Durban,,ODI 
"February 13, 1997",, South Africa,45,Durban,,ODI 
"February 15, 1997",, Zimbabwe,13,Bulawayo,,ODI 
"March 6, 1997",, West Indies,15*,Kingston,,Test 
"March 14, 1997",, West Indies,88,Port of Spain,,Test 
"March 27, 1997",, West Indies,92,Bridgetown,,Test 
"April 4, 1997",, West Indies,DNB,St John's,,Test 
"April 17, 1997",, West Indies,83,Georgetown,,Test 
"April 26, 1997",, West Indies,44,Port of Spain,,ODI 
"April 27, 1997",, West Indies,65*,Port of Spain,,ODI 
"April 30, 1997",, West Indies,9,Kingstown,,ODI 
"May 3, 1997",, West Indies,1,Bridgetown,,ODI 
"May 14, 1997",, New Zealand,117,Bangalore,,ODI 
"May 17, 1997",, Sri Lanka,2,Mumbai,,ODI 
"May 21, 1997",, Pakistan,4,Chennai,,ODI 
"July 18, 1997",, Sri Lanka,21,Colombo (RPS),,ODI 
"July 20, 1997",, Pakistan,DNB,Colombo (SSC),,ODI 
"July 24, 1997",, Bangladesh,28,Colombo (SSC),,ODI 
"July 26, 1997",, Sri Lanka,53,Colombo (RPS),,ODI 
"August 2, 1997",, Sri Lanka,143,Colombo (RPS),,Test 
"August 9, 1997",, Sri Lanka,139,Colombo (SSC),,Test 
"August 17, 1997",, Sri Lanka,27,Colombo (RPS),,ODI 
"August 20, 1997",, Sri Lanka,6,Colombo (RPS),,ODI 
"August 23, 1997",, Sri Lanka,27,Colombo (SSC),,ODI 
"August 24, 1997",, Sri Lanka,39,Colombo (SSC),,ODI 
"September 13, 1997",, Pakistan,17,Toronto,,ODI 
"September 14, 1997",, Pakistan,25*,Toronto,,ODI 
"September 17, 1997",, Pakistan,DNB,Toronto,,ODI 
"September 18, 1997",, Pakistan,0,Toronto,,ODI 
"September 20, 1997",, Pakistan,6,Toronto,,ODI 
"September 21, 1997",, Pakistan,51,Toronto,,ODI 
"September 28, 1997",, Pakistan,2,Hyderabad (Sind),,ODI 
"September 30, 1997",, Pakistan,21,Karachi,,ODI 
"October 2, 1997",, Pakistan,7,Lahore,,ODI 
"November 19, 1997",, Sri Lanka,23,Mohali,,Test 
"November 26, 1997",, Sri Lanka,15,Nagpur,,Test 
"December 3, 1997",, Sri Lanka,148,Mumbai,,Test 
"December 11, 1997",, England,91,Sharjah,,ODI 
"December 14, 1997",, Pakistan,3,Sharjah,,ODI 
"December 16, 1997",, West Indies,1,Sharjah,,ODI 
"December 22, 1997",, Sri Lanka,82*,Guwahati,,ODI 
"December 25, 1997",, Sri Lanka,DNB,Indore,,ODI 
"December 28, 1997",, Sri Lanka,6,Margao,,ODI 
"January 10, 1998",, Bangladesh,54,Dhaka,,ODI 
"January 11, 1998",, Pakistan,67,Dhaka,,ODI 
"January 14, 1998",, Pakistan,95,Dhaka,,ODI 
"January 16, 1998",, Pakistan,1,Dhaka,,ODI 
"January 18, 1998",, Pakistan,41,Dhaka,,ODI 
"March 6, 1998",, Australia,155*,Chennai,,Test 
"March 18, 1998",, Australia,79,Kolkata,,Test 
"March 25, 1998",, Australia,177,Bangalore,,Test 
"April 1, 1998",, Australia,8,Kochi,,ODI 
"April 5, 1998",, Zimbabwe,5,Vadodara,,ODI 
"April 7, 1998",, Australia,100,Kanpur,,ODI 
"April 9, 1998",, Zimbabwe,1,Cuttack,,ODI 
"April 14, 1998",, Australia,15,Delhi,,ODI 
"April 17, 1998",, New Zealand,40,Sharjah,,ODI 
"April 19, 1998",, Australia,80,Sharjah,,ODI 
"April 20, 1998",, New Zealand,38,Sharjah,,ODI 
"April 22, 1998",248,Australia,143,Sharjah Cricket Association Stadium,Epic innings,ODI
"April 24, 1998",249,Australia,134,Sharjah Cricket Association Stadium,"185th consecutive match since April 1990
Most number of consecutive matches played",ODI
"May 25, 1998",, Bangladesh,33,Mumbai,,ODI 
"May 28, 1998",, Kenya,18,Gwalior,,ODI 
"May 31, 1998",, Kenya,100*,Kolkata,,ODI 
"June 19, 1998",, Sri Lanka,65,Colombo (RPS),,ODI 
"June 23, 1998",, New Zealand,53,Colombo (RPS),,ODI 
"July 1, 1998",, Sri Lanka,17,Colombo (SSC),,ODI 
"July 3, 1998",, New Zealand,DNB,Colombo (SSC),,ODI 
"July 7, 1998",, Sri Lanka,128,Colombo (RPS),,ODI 
"September 20, 1998",, Pakistan,77,Toronto,,ODI 
"September 26, 1998",259,Zimbabwe,127*,"Queens Sports Club, Bulawayo","18th ODI century
Broke Desmond Haynes' record
Most number of centuries in ODI",ODI
"September 27, 1998",, Zimbabwe,29,Bulawayo,,ODI 
"September 30, 1998",, Zimbabwe,2,Harare,,ODI 
"October 7, 1998",, Zimbabwe,34,Harare,,Test 
"October 28, 1998",, Australia,141,Dhaka,,ODI 
"October 31, 1998",, West Indies,8,Dhaka,,ODI 
"November 6, 1998",, Sri Lanka,3,Sharjah,,ODI 
"November 8, 1998",, Zimbabwe,118*,Sharjah,,ODI 
"November 9, 1998",, Sri Lanka,18,Sharjah,,ODI 
"November 11, 1998",, Zimbabwe,11,Sharjah,,ODI 
"November 13, 1998",269,Zimbabwe,124*,Sharjah Cricket Association Stadium,"1894 runs, 9 centuries in ODI
Most runs scored by any player in a calendar year",ODI
"December 26, 1998",, New Zealand,113,Wellington,,Test 
"January 2, 1999",, New Zealand,67,Hamilton,,Test 
"January 9, 1999",, New Zealand,0,Taupo,,ODI 
"January 12, 1999",, New Zealand,23,Napier,,ODI 
"January 14, 1999",, New Zealand,45,Wellington,,ODI 
"January 16, 1999",, New Zealand,5,Auckland,,ODI 
"January 28, 1999",, Pakistan,136,Chennai,,Test 
"February 4, 1999",, Pakistan,29,Delhi,,Test 
"February 16, 1999",, Pakistan,9,Kolkata,,Test 
"February 24, 1999",, Sri Lanka,124*,Colombo (SSC),,Test 
"May 15, 1999",, South Africa,28,Hove,,ODI 
"May 23, 1999",, Kenya,140*,Bristol,,ODI 
"May 26, 1999",, Sri Lanka,2,Taunton,,ODI 
"May 29, 1999",, England,22,Birmingham,,ODI 
"June 4, 1999",, Australia,0,The Oval,,ODI 
"June 8, 1999",, Pakistan,45,Manchester,,ODI 
"June 12, 1999",, New Zealand,16,Nottingham,,ODI 
"August 23, 1999",, Australia,14,Galle,,ODI 
"August 25, 1999",, Sri Lanka,37,Colombo (RPS),,ODI 
"August 29, 1999",, Sri Lanka,120,Colombo (SSC),,ODI 
"September 4, 1999",, Zimbabwe,85,Singapore,,ODI 
"September 7, 1999",, West Indies,40,Singapore,,ODI 
"September 8, 1999",, West Indies,0,Singapore,,ODI 
"October 10, 1999",, New Zealand,126*,Mohali,,Test 
"October 22, 1999",, New Zealand,44*,Kanpur,,Test 
"October 29, 1999",, New Zealand,217,Ahmedabad,,Test 
"November 5, 1999",, New Zealand,32,Rajkot,,ODI 
"November 8, 1999",297,New Zealand,186*,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan","Personal highest score
331 runs partnership with Dravid
Highest partnership for any wicket",ODI
"November 11, 1999",, New Zealand,1,Gwalior,,ODI 
"November 14, 1999",, New Zealand,2,Guwahati,,ODI 
"November 17, 1999",, New Zealand,0,Delhi,,ODI 
"December 10, 1999",, Australia,61,Adelaide,,Test 
"December 26, 1999",, Australia,116,Melbourne,,Test 
"January 2, 2000",, Australia,45,Sydney,,Test 
"January 10, 2000",, Pakistan,13,Brisbane,,ODI 
"January 12, 2000",, Australia,12,Melbourne,,ODI 
"January 14, 2000",, Australia,1,Sydney,,ODI 
"January 21, 2000",307,Pakistan,93,"Bellerive Oval, Hobart","Most runs in ODI
Broke Desmond Haynes' record of 8648",ODI
"January 25, 2000",, Pakistan,41,Adelaide,,ODI 
"January 26, 2000",, Australia,18,Adelaide,,ODI 
"January 28, 2000",, Pakistan,17,Perth,,ODI 
"January 30, 2000",, Australia,3,Perth,,ODI 
"February 24, 2000",, South Africa,97,Mumbai,,Test 
"March 2, 2000",, South Africa,21,Bangalore,,Test 
"March 9, 2000",, South Africa,26,Kochi,,ODI 
"March 12, 2000",, South Africa,21,Jamshedpur,,ODI 
"March 15, 2000",, South Africa,12,Faridabad,,ODI 
"March 17, 2000",, South Africa,122,Vadodara,,ODI 
"March 19, 2000",, South Africa,93,Nagpur,,ODI 
"March 22, 2000",, South Africa,5,Sharjah,,ODI 
"March 23, 2000",, Pakistan,11,Sharjah,,ODI 
"March 26, 2000",, Pakistan,10,Sharjah,,ODI 
"March 27, 2000",, South Africa,39,Sharjah,,ODI 
"May 30, 2000",, Bangladesh,36,Dhaka,,ODI 
"June 1, 2000",, Sri Lanka,93,Dhaka,,ODI 
"June 3, 2000",, Pakistan,25,Dhaka,,ODI 
"October 3, 2000",, Kenya,25,Nairobi (Gym),,ODI 
"October 7, 2000",, Australia,38,Nairobi (Gym),,ODI 
"October 13, 2000",, South Africa,39,Nairobi (Gym),,ODI 
"October 15, 2000",, New Zealand,69,Nairobi (Gym),,ODI 
"October 20, 2000",, Sri Lanka,101,Sharjah,,ODI 
"October 22, 2000",, Zimbabwe,8,Sharjah,,ODI 
"October 26, 2000",, Zimbabwe,4,Sharjah,,ODI 
"October 27, 2000",, Sri Lanka,61,Sharjah,,ODI 
"October 29, 2000",, Sri Lanka,5,Sharjah,,ODI 
"November 10, 2000",, Bangladesh,18,Dhaka,,Test 
"November 18, 2000",, Zimbabwe,122,Delhi,,Test 
"November 25, 2000",, Zimbabwe,201*,Nagpur,,Test 
"December 2, 2000",, Zimbabwe,44,Cuttack,,ODI 
"December 5, 2000",, Zimbabwe,8,Ahmedabad,,ODI 
"December 8, 2000",, Zimbabwe,146,Jodhpur,,ODI 
"December 11, 2000",, Zimbabwe,62,Kanpur,,ODI 
"December 14, 2000",, Zimbabwe,27,Rajkot,,ODI 
"February 27, 2001",, Australia,76,Mumbai,,Test 
"March 11, 2001",, Australia,10,Kolkata,,Test 
"March 18, 2001",, Australia,126,Chennai,,Test 
"March 25, 2001",, Australia,35,Bangalore,,ODI 
"March 28, 2001",, Australia,32,Pune,,ODI 
"March 31, 2001",348,Australia,139,"Nehru Stadium, Indore","First to cross 10000 runs
Quickest to do so in 259 innings
Second highest batting average over 10000 runs
* with a straight drive to long off, off Shane Warne, Indore. ",ODI
"April 3, 2001",, Australia,62,Visakhapatnam,,ODI 
"April 6, 2001",, Australia,12,Margao,,ODI 
"June 7, 2001",, Zimbabwe,74,Bulawayo,,Test 
"June 15, 2001",, Zimbabwe,69,Harare,,Test 
"June 24, 2001",, Zimbabwe,70*,Harare,,ODI 
"June 27, 2001",, Zimbabwe,9,Bulawayo,,ODI 
"June 30, 2001",, West Indies,81*,Bulawayo,,ODI 
"July 4, 2001",, West Indies,122*,Harare,,ODI 
"July 7, 2001",, West Indies,0,Harare,,ODI 
"October 5, 2001",, South Africa,101,Johannesburg,,ODI 
"October 10, 2001",, South Africa,38,Centurion,,ODI 
"October 12, 2001",, Kenya,DNB,Bloemfontein,,ODI 
"October 17, 2001",, Kenya,3,Port Elizabeth,,ODI 
"October 19, 2001",, South Africa,37,East London,,ODI 
"October 24, 2001",, Kenya,146,Paarl,,ODI 
"October 26, 2001",, South Africa,17,Durban,,ODI 
"November 3, 2001",, South Africa,155,Bloemfontein,,Test 
"November 16, 2001",, South Africa,22*,Port Elizabeth,,Test 
"December 3, 2001",, England,88,Mohali,,Test 
"December 11, 2001",, England,103,Ahmedabad,,Test 
"December 19, 2001",, England,90,Bangalore,,Test 
"January 19, 2002",, England,36,Kolkata,,ODI 
"January 22, 2002",, England,45,Cuttack,,ODI 
"January 25, 2002",, England,68,Chennai,,ODI 
"January 28, 2002",373,England,87*,"Green Park, Kanpur",First to cross 11000 runs,ODI
"January 31, 2002",, England,18,Delhi,,ODI 
"February 3, 2002",, England,12,Mumbai,,ODI 
"February 21, 2002",, Zimbabwe,176,Nagpur,,Test 
"February 28, 2002",, Zimbabwe,42,Delhi,,Test 
"April 11, 2002",, West Indies,79,Georgetown,,Test 
"April 19, 2002",, West Indies,117,Port of Spain,,Test 
"May 2, 2002",, West Indies,8,Bridgetown,,Test 
"May 10, 2002",, West Indies,0,St John's,,Test 
"May 18, 2002",, West Indies,86,Kingston,,Test 
"May 29, 2002",, West Indies,34*,Bridgetown,,ODI 
"June 2, 2002",, West Indies,65,Port of Spain,,ODI 
"June 29, 2002",, England,1,Lord's,,ODI 
"June 30, 2002",, Sri Lanka,49,The Oval,,ODI 
"July 4, 2002",, England,105*,Chester-le-Street,,ODI 
"July 6, 2002",, Sri Lanka,19,Birmingham,,ODI 
"July 9, 2002",, England,36,The Oval,,ODI 
"July 11, 2002",, Sri Lanka,113,Bristol,,ODI 
"July 13, 2002",, England,14,Lord's,,ODI 
"July 25, 2002",, England,16,Lord's,,Test 
"August 8, 2002",, England,92,Nottingham,,Test 
"August 22, 2002",, England,193,Leeds,,Test 
"September 5, 2002",, England,54,The Oval,,Test 
"September 14, 2002",, Zimbabwe,7,Colombo (RPS),,ODI 
"September 22, 2002",, England,9*,Colombo (RPS),,ODI 
"September 25, 2002",, South Africa,16,Colombo (RPS),,ODI 
"September 29, 2002",, Sri Lanka,DNB,Colombo (RPS),,ODI 
"September 30, 2002",, Sri Lanka,7*,Colombo (RPS),,ODI 
"October 9, 2002",, West Indies,35,Mumbai,,Test 
"October 17, 2002",, West Indies,43,Chennai,,Test 
"October 30, 2002",, West Indies,176,Kolkata,,Test 
"December 1, 2002",y,,,,"Wisden rated him as the second greatest Test batsman after Sir Donald Bradman and second greatest ODI batsman after Viv Richards, of all-time",Test
"December 12, 2002",, New Zealand,51,Wellington,,Test 
"December 19, 2002",, New Zealand,32,Hamilton,,Test 
"January 8, 2003",, New Zealand,0,Wellington,,ODI 
"January 11, 2003",, New Zealand,1,Auckland,,ODI 
"January 14, 2003",, New Zealand,1,Hamilton,,ODI 
"February 12, 2003",, Netherlands,52,Paarl,,ODI 
"February 15, 2003",, Australia,36,Centurion,,ODI 
"February 19, 2003",, Zimbabwe,81,Harare,,ODI 
"February 23, 2003",, Namibia,152,Pietermaritzburg,,ODI 
"February 26, 2003",, England,50,Durban,,ODI 
"March 1, 2003",414,Pakistan,98,"SuperSport Park, Centurion",First to cross 12000 runs,ODI
"March 7, 2003",, Kenya,5,Cape Town,,ODI 
"March 10, 2003",, Sri Lanka,97,Johannesburg,,ODI 
"March 14, 2003",, New Zealand,15,Centurion,,ODI 
"March 20, 2003",418,Kenya,83," Kingsmead, Durban","673 runs in 2003 world cup
Most runs by any player in a single Cricket World Cup",ODI
"March 23, 2003",, Australia,4,Johannesburg,,ODI 
"October 8, 2003",, New Zealand,8,Ahmedabad,,Test 
"October 16, 2003",, New Zealand,55,Mohali,,Test 
"October 23, 2003",, New Zealand,48*,Chennai,,ODI 
"October 26, 2003",, Australia,100,Gwalior,,ODI 
"November 1, 2003",, Australia,68,Mumbai,,ODI 
"November 6, 2003",, New Zealand,14,Cuttack,,ODI 
"November 12, 2003",, Australia,89,Bangalore,,ODI 
"November 15, 2003",, New Zealand,102,Hyderabad (Deccan),,ODI 
"November 18, 2003",, Australia,45,Kolkata,,ODI 
"December 4, 2003",, Australia,0,Brisbane,,Test 
"December 12, 2003",, Australia,37,Adelaide,,Test 
"December 26, 2003",, Australia,44,Melbourne,,Test 
"January 2, 2004",432,Australia,241*,Sydney Cricket Ground,Personal highest in Test,Test
"January 9, 2004",, Australia,63,Melbourne,,ODI 
"January 14, 2004",, Zimbabwe,44,Hobart,,ODI 
"January 18, 2004",, Australia,86,Brisbane,,ODI 
"February 1, 2004",, Australia,5,Perth,,ODI 
"February 3, 2004",, Zimbabwe,3,Perth,,ODI 
"February 6, 2004",, Australia,8,Melbourne,,ODI 
"February 8, 2004",, Australia,27,Sydney,,ODI 
"March 13, 2004",, Pakistan,28,Karachi,,ODI 
"March 16, 2004",441,Pakistan,141,Rawalpindi Cricket Stadium,First to cross 13000 runs,ODI
"March 19, 2004",, Pakistan,0,Peshawar,,ODI 
"March 21, 2004",, Pakistan,7,Lahore,,ODI 
"March 24, 2004",, Pakistan,37,Lahore,,ODI 
"March 28, 2004",, Pakistan,194*,Multan,,Test 
